,clustering_coefficient
6972104211,0.0
1848923298,0.0
1724078758,0.0
1536026812,0.0
419640151,0.0
222733842,0.0
1972357400,0.0
1409999929,0.0
158503711,0.0
2091888219,0.0
2067926597,0.0
1193032090,0.0
1236206188,0.0
5180304140,0.0
drmyasnikov,0.0
5241464463,0.0
1581403103,0.0
1952561299,0.0
737870289,0.0
869659136,0.0
1902548467,0.0
5875795505,0.0
711995686,0.0
7054028128,0.0
1500402536,0.0
5386225881,0.0
7161122827,0.0
1685904566,0.0
1249776739,0.0
186207809,0.0
1124402725,0.0
708173490,0.0
766937482,0.0
5919972919,0.0
1513343071,0.0
3353047,0.0
740718937,0.0
6726580801,0.0
735631729,0.0
1012049129,0.0
1459679571,0.0
6650827933,0.0
210122324,0.0
928506141,0.0
5566364444,0.0
1786703328,0.0
1581062195,0.0
1184043215,0.0
7059715931,0.0
1752349344,0.0
1515172273,0.0
520520550,0.0
1927018007,0.0
1667550852,0.0
1522484036,0.0
1539845077,0.0
908601998,0.0
1509559181,0.0
1599932520,0.0
5113840062,0.0
1546630037,0.0
1595052884,0.0
2051270454,0.0
1775617954,0.0
1484486937,0.0
1599175278,0.0
6358303951,0.0
1597094252,0.0
701585318,0.0
1364958029,0.0
1279535678,0.0
95870386,0.0
7492903883,0.0
1579056461,0.0
1218304986,0.0
2099786595,0.0
1578102833,0.0
7526179768,0.0
1217684755,0.0
1503048371,0.0
1303846943,0.0
1965067486,0.0
1553412625,0.0
1897368505,0.0
6219331172,0.0
6851255780,0.0
908273651,0.0
1485621539,0.0
5765536228,0.0
2027510759,0.0
1943992985,0.0
1433349488,0.0
354429806,0.0
6871213890,0.0
1589284813,0.0
799423833,0.0
7037050694,0.0
1881327120,0.0
1339599506,0.0
1592692150,0.0
1566296937,0.0
652756881,0.0
205799194,0.0
1954275184,0.0
1637768532,0.0
1551128042,0.0
1437363421,0.0
1731131960,0.0
1306445903,0.0
5217090027,0.0
1375401529,0.0
1561773239,0.0
6872991779,0.0
6708981010,0.0
1585349871,0.0
1142031423,0.0
823737998,0.0
1994409161,0.0
525021702,0.0
1622757669,0.0
2029190383,0.0
1564847279,0.0
5587005974,0.0
6530528186,0.0
6557977199,0.0
1328030858,0.0
1839269368,0.0
872189744,0.0
5393910440,0.0
5380134747,0.0
832773190,0.0
1554325527,0.0
1892069401,0.0
5127485353,0.0
1894220613,0.0
1940527560,0.0
1848613573,0.0
1586674830,0.0
1929060355,0.0
1436402016,0.0
1450292865,0.0
1908316413,0.0
1589888557,0.0
5795111688,0.0
1490324799,0.0
1547977168,0.0
5536393125,0.0
1531669165,0.0
6830023186,0.0
6751631450,0.0
6781401869,0.0
1476039816,0.0
1693937519,0.0
821636850,0.0
1729584706,0.0
5268792424,0.0
5205878405,0.0
7129956013,0.0
1450038512,0.0
5352245341,0.0
1304742776,0.0
1422859865,0.0
5128775030,0.0
5726147940,0.0
1912882935,0.0
1619967835,0.0
2008885111,0.0
1610932240,0.0
936053282,0.0
746631915,0.0
6988415122,0.0
5357677003,0.0
5547861769,0.0
888114291,0.0
1545538006,0.0
1545800559,0.0
1413609345,0.0
1444300872,0.0
5260542177,0.0
1675374436,0.0
1510016915,0.0
890993068,0.0
736090625,0.0
5166506644,0.0
1567081323,0.0
5253600336,0.0
2021226306,0.0
644812548,0.0
1540334671,0.0
6344877470,0.0
1570905564,0.0
356200591,0.0
5767733964,0.0
1539678130,0.0
1468491246,0.0
1585408978,0.0
1609088994,0.0
1174464585,0.0
1512120472,0.0
6136781815,0.0
1928185349,0.0
1346934111,0.0
1517327678,0.0
2103957110,0.0
845010043,0.0
1957212710,0.0
1175872194,0.0
6228891850,0.0
1623279193,0.0
6134448191,0.0
1572167637,0.0
5831396059,0.0
1433960894,0.0
6970481631,0.0
6700142723,0.0
5284783102,0.0
1483805687,0.0
1440186438,0.0
1330328159,0.0
1837694214,0.0
1959906597,0.0
1563969069,0.0
1234572492,0.0
1418982821,0.0
1577489947,0.0
1584461836,0.0
1456399853,0.0
1487799645,0.0
1510471651,0.0
redpillresistance,0.0
1554802279,0.0
1511492286,0.0
145901633,0.0
1017833745,0.0
694142934,0.0
1151077648,0.0
1788748594,0.0
1098529302,0.0
2062330059,0.0
1869645339,0.0
1615417509,0.0
1568123722,0.0
1426343689,0.0
1589931542,0.0
1591895834,0.0
1611342294,0.0
1513692959,0.0
1601673678,0.0
2130080618,0.0
1499549366,0.0
1934823375,0.0
1416737547,0.0
5966372172,0.0
1444302482,0.0
alexzan_blog,0.0
1037472967,0.0
6753768570,0.0
1869965664,0.0
1648855628,0.0
841416269,0.0
1587019356,0.0
1523419243,0.0
6545452635,0.0
1427556409,0.0
1521081040,0.0
1617467930,0.0
1623591789,0.0
328447733,0.0
1559219417,0.0
5253057519,0.0
5243781683,0.0
1499539010,0.0
6106538747,0.0
6059816400,0.0
1510609322,0.0
1478004787,0.0
1599530928,0.0
1424461635,0.0
1627372973,0.0
278193541,0.0
1505152477,0.0
5636549245,0.0
1726735458,0.0
1597381951,0.0
765587963,0.0
1466023353,0.0
1402508433,0.0
1511222018,0.0
6347210271,0.0
1515900935,0.0
1944058911,0.0
1552838406,0.0
1884117038,0.0
1268977719,0.0
6441508151,0.0
1759539674,0.0
1581762803,0.0
1315923436,0.0
1559502266,0.0
2051430557,0.0
1817784688,0.0
1111911604,0.0
6274484668,0.0
1681683222,0.0
1597765255,0.0
1555457718,0.0
1555192477,0.0
1465313480,0.0
1539989864,0.0
6548937746,0.0
248165627,0.0
1217554188,0.0
1562548784,0.0
5544045515,0.0
1051060301,0.0
25502658,0.0
1578851423,0.0
1556514079,0.0
1789537499,0.0
1796199338,0.0
1539576592,0.0
1599604828,0.0
1517140110,0.0
5728626471,0.0
1411721390,0.0
1577887251,0.0
1489371037,0.0
1656723108,0.0
1587641803,0.0
1447660605,0.0
1870170900,0.0
1654256179,0.0
1550683427,0.0
1574621861,0.0
485471338,0.0
162120437,0.0
5807789098,0.0
1875922157,0.0
1521039361,0.0
1098979150,0.0
5909976407,0.0
DrEdithUbuntu,0.0
1980482130,0.0
6519658354,0.0
1521318249,0.0
1072143297,0.0
1916526749,0.0
1086655422,0.0
1500473836,0.0
1444713759,0.0
6034925748,0.0
519334548,0.0
6854227067,0.0
5849129016,0.0
5027436783,0.0
1560482268,0.0
1585929433,0.0
1218519530,0.0
1705439746,0.0
1513958728,0.0
37855897,0.0
1741827934,0.0
1599229871,0.0
SeditionistMaterials,0.0
1999741602,0.0
1770830869,0.0
1524005402,0.0
1485562492,0.0
1593108106,0.0
1452399138,0.0
850794874,0.0
6314914013,0.0
6976778766,0.0
5236701649,0.0
1762566963,0.0
1536000567,0.0
1495316897,0.0
5902458720,0.0
1435488841,0.0
1517141326,0.0
1548870611,0.0
1572736693,0.0
1813338922,0.0
1560715644,0.0
Fx99999infox99999,0.0
6723645186,0.0
GOrwellBeyond1984,0.0
1989580609,0.0
1943729077,0.0
1531439326,0.0
418610054,0.0
516083430,0.0
Canada_channel,0.0
418248516,0.0
6729170859,0.0
5791377463,0.0
1665148258,0.0
5550416973,0.0
1549884243,0.0
1543791870,0.0
5751602838,0.0
6188416330,0.0
5936267535,0.0
5637773725,0.0
799864060,0.0
OlgaPetersenAfDTG,0.0
1557560438,0.0
7174797571,0.0
1486749623,0.0
5261992321,0.0
1179987216,0.0
1309266303,0.0
1562364457,0.0
1451663823,0.0
6913340107,0.0
1576775539,0.0
1671801421,0.0
1978188715,0.0
1533161388,0.0
1574017373,0.0
1711052847,0.0
1891782983,0.0
2033451243,0.0
1534676584,0.0
1561134960,0.0
1511093564,0.0
1462978985,0.0
1280883921,0.0
1845296207,0.0
1874094739,0.0
1729323018,0.0
1546586426,0.0
1441135771,0.0
5599124356,0.0
889907475,0.0
965466260,0.0
1555036365,0.0
6279443763,0.0
5394407244,0.0
1567482891,0.0
1696020965,0.0
1566046042,0.0
1517434077,0.0
1639563330,0.0
6687509592,0.0
6751478423,0.0
1127357906,0.0
1597229534,0.0
1245877596,0.0
1525285910,0.0
1826088416,0.0
6290463539,0.0
720467535,0.0
19097832,0.0
1668204228,0.0
1541393923,0.0
1511886033,0.0
1448653779,0.0
1866278602,0.0
5614182338,0.0
1563567638,0.0
1428807779,0.0
1542929247,0.0
1512949877,0.0
692017768,0.0
1531574736,0.0
6307203584,0.0
1869932086,0.0
1520704014,0.0
932539511,0.0
1408247944,0.0
1590847514,0.0
1625164318,0.0
1586667973,0.0
1518609259,0.0
1486927915,0.0
1666500586,0.0
1225895518,0.0
5284372182,0.0
1613213601,0.0
VolksentscheidMF,0.0
1439462731,0.0
6942606933,0.0
712433366,0.0
1428881714,0.0
6870427521,0.0
5462654393,0.0
1545058291,0.0
1738115144,0.0
1387469285,0.0
5308180984,0.0
1366141840,0.0
1291614324,0.0
1090857258,0.0
librehash,0.0
5089851638,0.0
5952200425,0.0
5428957260,0.0
1465160607,0.0
217520868,0.0
1982657327,0.0
432521649,0.0
1533002017,0.0
988474623,0.0
5623406660,0.0
1628897101,0.0
645250185,0.0
1565797030,0.0
5264086483,0.0
1718998294,0.0
5267593953,0.0
1165616336,0.0
Rodnoy_Dagestan,0.0
1104673138,0.0
1527024582,0.0
1510820453,0.0
1643521764,0.0
1515162672,0.0
6829860050,0.0
5202164302,0.0
1539636230,0.0
1751626091,0.0
1543008969,0.0
1580713797,0.0
1538891023,0.0
1469849964,0.0
1525840383,0.0
1362135376,0.0
1518081494,0.0
1520755875,0.0
1548767050,0.0
1359878865,0.0
5289111544,0.0
6260419544,0.0
TFC_8,0.0
496426057,0.0
6350462264,0.0
5045688772,0.0
2008038725,0.0
1634898006,0.0
1766233784,0.0
1365013399,0.0
1482262760,0.0
1520789714,0.0
1605786633,0.0
1774927237,0.0
1250551954,0.0
1347268143,0.0
5283667938,0.0
1551941994,0.0
1355825440,0.0
1587037076,0.0
1523586014,0.0
1509084471,0.0
1573568036,0.0
1509331953,0.0
1529822807,0.0
1521980753,0.0
680350340,0.0
1574239001,0.0
1467924367,0.0
1949047674,0.0
1573901672,0.0
1423031374,0.0
1442217373,0.0
2100610807,0.0
1446738180,0.0
1572525737,0.0
1506366577,0.0
1562123629,0.0
1182287627,0.0
1565733842,0.0
1608319234,0.0
1889654200,0.0
1626334622,0.0
6633009328,0.0
1288627410,0.0
1545997125,0.0
1364855114,0.0
1528798433,0.0
1530989319,0.0
1518080355,0.0
1581360380,0.0
1598033894,0.0
1618464728,0.0
1570843368,0.0
2097515786,0.0
1555016210,0.0
1517853239,0.0
1505996293,0.0
1361004288,0.0
1537759484,0.0
1662360659,0.0
1488747619,0.0
6516202510,0.0
1702708941,0.0
1541701556,0.0
1914368671,0.0
6727394333,0.0
2076351178,0.0
5124365691,0.0
6833687394,0.0
vata_show,0.0
832428163,0.0
1502987744,0.0
1520212144,0.0
5196800776,0.0
1192221295,0.0
5025785517,0.0
1681046668,0.0
870401657,0.0
1502756078,0.0
1520491086,0.0
1503675631,0.0
1558859635,0.0
6548850792,0.0
1679701293,0.0
1659381489,0.0
1668093246,0.0
1197229608,0.0
1561202627,0.0
6281592541,0.0
1739166172,0.0
1480124768,0.0
5895524112,0.0
1609003432,0.0
5421978514,0.0
1372384989,0.0
1548071312,0.0
5839563716,0.0
1543948786,0.0
5355332525,0.0
1401992987,0.0
1347200108,0.0
1571439290,0.0
1684814257,0.0
5458459774,0.0
6635760726,0.0
6856437259,0.0
1176349506,0.0
1722845548,0.0
1528248067,0.0
5750472388,0.0
5071704431,0.0
5684916809,0.0
1550926558,0.0
1558311910,0.0
1578710553,0.0
1713127512,0.0
5953016542,0.0
556850645,0.0
5868198074,0.0
1593305626,0.0
1804672462,0.0
5135721628,0.0
1558561896,0.0
1971263652,0.0
6746571638,0.0
1412958266,0.0
379984379,0.0
6036856190,0.0
1558581528,0.0
2038210646,0.0
1657824862,0.0
2126197758,0.0
2021630651,0.0
1592076538,0.0
1539354349,0.0
1555360881,0.0
1498913843,0.0
8119811621,0.0
1101070969,0.0
1510117606,0.0
1585917775,0.0
1790519857,0.0
1145777668,0.0
1213255241,0.0
1740308210,0.0
861914568,0.0
1164267915,0.0
1511794870,0.0
1549893656,0.0
unpluggingthematrix,0.0
6756399601,0.0
5225889397,0.0
1561527579,0.0
170847029,0.0
1970359378,0.0
truthpilled,0.0
1088007867,0.0
872564079,0.0
5246669817,0.0
1405873664,0.0
1957061087,0.0
1526683056,0.0
1394604625,0.0
1443622898,0.0
1553805800,0.0
1931650282,0.0
1465867936,0.0
1581981977,0.0
1576558100,0.0
6400596742,0.0
1539367947,0.0
1503554008,0.0
1122725569,0.0
1379161824,0.0
1690483254,0.0
1481350259,0.0
6915997731,0.0
1507587761,0.0
8073530554,0.0
5362927040,0.0
1556479349,0.0
6950821456,0.0
1594358145,0.0
1694132558,0.0
1476733553,0.0
2062248832,0.0
5466387935,0.0
5564877877,0.0
1417295530,0.0
1168148202,0.0
1586797084,0.0
1536914695,0.0
1666298849,0.0
1576539636,0.0
1560212339,0.0
1884724362,0.0
1533237163,0.0
1551125916,0.0
1491839488,0.0
6326644401,0.0
1535107226,0.0
1801192530,0.0
6357812604,0.0
1515952844,0.0
1510521096,0.0
1927824614,0.0
6524284248,0.0
360646404,0.0
1314653365,0.0
7722635864,0.0
6638931382,0.0
6967270785,0.0
988106344,0.0
1686236242,0.0
7726865883,0.0
6559043797,0.0
1528112021,0.0
5087382902,0.0
6051257098,0.0
963867366,0.0
1533706255,0.0
1508146606,0.0
2042835241,0.0
1576814430,0.0
1522639587,0.0
6665726786,0.0
1959138566,0.0
1511684658,0.0
1584914224,0.0
1566616587,0.0
2080961893,0.0
1524967793,0.0
904902009,0.0
1515539131,0.0
1653607073,0.0
1769477451,0.0
1553407175,0.0
1743625650,0.0
6773303399,0.0
1691647361,0.0
5231495708,0.0
1550029807,0.0
2068479527,0.0
5265094498,0.0
6502494514,0.0
44817796,0.0
376698932,0.0
623578229,0.0
5084679523,0.0
1501016623,0.0
5834630598,0.0
6723969119,0.0
2006579930,0.0
5287220623,0.0
1272190760,0.0
1546417607,0.0
1745242627,0.0
1391291765,0.0
1227684876,0.0
7502596294,0.0
6614798755,0.0
7548486969,0.0
1580399682,0.0
1587740252,0.0
1520430398,0.0
1500743043,0.0
1582443198,0.0
5180482212,0.0
1578764903,0.0
1536917033,0.0
1886321828,0.0
1607778920,0.0
6859055208,0.0
1538792285,0.0
1591693557,0.0
1303227313,0.0
5766241181,0.0
1458240805,0.0
6246186537,0.0
7875723399,0.0
1554685835,0.0
105533239,0.0
1517869347,0.0
7092168684,0.0
1525160794,0.0
1895691781,0.0
1602087592,0.0
7030765354,0.0
1501351804,0.0
5248994113,0.0
1514678009,0.0
1245120879,0.0
1555305715,0.0
6634606519,0.0
1510470392,0.0
1339752141,0.0
1509382232,0.0
1593119227,0.0
168280191,0.0
1363079894,0.0
1017264676,0.0
2070190279,0.0
1797245541,0.0
372119776,0.0
1959686993,0.0
5020426184,0.0
859187018,0.0
1504937792,0.0
5159373801,0.0
6782507325,0.0
1908142382,0.0
7058023896,0.0
1509510977,0.0
6238128412,0.0
1577101860,0.0
1303596578,0.0
1107129385,0.0
1502999526,0.0
1938448743,0.0
6909169407,0.0
1521874699,0.0
1512799880,0.0
1430347722,0.0
7176451820,0.0
1793213430,0.0
1504330140,0.0
6633390689,0.0
6055940551,0.0
1592163881,0.0
1623095556,0.0
1149614931,0.0
5714005052,0.0
90303148,0.0
1574917738,0.0
1886131602,0.0
5338695769,0.0
2020138329,0.0
7339133159,0.0
7252482494,0.0
1560672242,0.0
1556090656,0.0
1558436095,0.0
2088219488,0.0
7334390101,0.0
6212648232,0.0
1648347362,0.0
1588838271,0.0
1537255329,0.0
1488455479,0.0
1650318278,0.0
1707852120,0.0
1553729050,0.0
7166051796,0.0
1548955956,0.0
1487866684,0.0
1510711256,0.0
866475103,0.0
1711188959,0.0
1715131332,0.0
1398251353,0.0
1697840894,0.0
1761190156,0.0
1706703667,0.0
1504481324,0.0
1565748133,0.0
6337588936,0.0
1315167933,0.0
7019870467,0.0
1973327709,0.0
1695818281,0.0
1346559408,0.0
1522584509,0.0
1555072463,0.0
1477359636,0.0
1577759429,0.0
1587475790,0.0
1593130234,0.0
6830702900,0.0
1554667750,0.0
1544401289,0.0
1579591272,0.0
5292615307,0.0
7086371836,0.0
7219474675,0.0
6980695560,0.0
1567556742,0.0
6943121435,0.0
1538092004,0.0
1552633163,0.0
6422461862,0.0
1295709417,0.0
7249616364,0.0
7103231099,0.0
1491042653,0.0
6956039443,0.0
996162203,0.0
1582156761,0.0
6975324556,0.0
458233671,0.0
6004372498,0.0
5288573197,0.0
1396793202,0.0
1555605768,0.0
6500306311,0.0
1799424429,0.0
1564528759,0.0
6782063649,0.0
1478890524,0.0
1588647509,0.0
1508935099,0.0
1503891360,0.0
1718163136,0.0
1554129909,0.0
485454136,0.0
1295921393,0.0
1558110121,0.0
1548777752,0.0
1676971989,0.0
5054855744,0.0
1533477944,0.0
1544374466,0.0
5552534831,0.0
1846784944,0.0
269547308,0.0
1466539042,0.0
1483346711,0.0
5652197701,0.0
1984206370,0.0
821162869,0.0
1569777163,0.0
1551610707,0.0
7192384385,0.0
7172023974,0.0
7295280690,0.0
1578667623,0.0
5049758849,0.0
6355690453,0.0
1563917101,0.0
1599280715,0.0
1515526655,0.0
1392085649,0.0
1295101984,0.0
1465931087,0.0
1782475777,0.0
1586403403,0.0
1552647828,0.0
1599486988,0.0
5799174448,0.0
1680020762,0.0
6525492150,0.0
1585790330,0.0
1417669720,0.0
6799858318,0.0
6852384348,0.0
5395169989,0.0
797275993,0.0
1779048912,0.0
1547116553,0.0
1906228106,0.0
1488604244,0.0
6423454110,0.0
1613578501,0.0
5405752811,0.0
681824147,0.0
1586243732,0.0
2013254325,0.0
1293099776,0.0
8163066546,0.0
6839067691,0.0
1548546030,0.0
5247982621,0.0
1517031089,0.0
7146554136,0.0
6155442971,0.0
5057137054,0.0
1556725314,0.0
7027118740,0.0
814315679,0.0
6267829119,0.0
2064212150,0.0
1564079630,0.0
1450180084,0.0
1593932697,0.0
1580027899,0.0
7034531668,0.0
1556363360,0.0
5172042602,0.0
1469682459,0.0
6085512483,0.0
1317482669,0.0
1474826662,0.0
551690950,0.0
6178987703,0.0
1525329897,0.0
1502424011,0.0
1580474341,0.0
1540240529,0.0
1742748891,0.0
696805774,0.0
1504680607,0.0
1682323789,0.0
1114787266,0.0
1574659072,0.0
1461933698,0.0
1501201687,0.0
1598202529,0.0
2080322635,0.0
7345394246,0.0
7182985885,0.0
5044111105,0.0
1571321072,0.0
1545305815,0.0
756845779,0.0
1947563902,0.0
5658431399,0.0
1678522261,0.0
1417991356,0.0
1778525766,0.0
1911494448,0.0
1538473136,0.0
6722239923,0.0
1477236136,0.0
1270181957,0.0
2011719692,0.0
1336277018,0.0
1043683450,0.0
1046412994,0.0
1696908385,0.0
959988716,0.0
2015004255,0.0
1676182533,0.0
5778691780,0.0
5933131238,0.0
7756140258,0.0
1754074861,0.0
2031642055,0.0
7903191595,0.0
2062565571,0.0
1467477366,0.0
1544578280,0.0
6452130820,0.0
1457205553,0.0
7128019960,0.0
6781073341,0.0
7041188781,0.0
873932290,0.0
917592711,0.0
410770835,0.0
7063918928,0.0
1814490390,0.0
6577661183,0.0
1793275266,0.0
2121528264,0.0
1130537861,0.0
6809042352,0.0
6465739408,0.0
998082654,0.0
1517032464,0.0
1434587078,0.0
6744436858,0.0
6186876540,0.0
1509242961,0.0
8055405,0.0
1577189961,0.0
1871141917,0.0
1223374805,0.0
1549220041,0.0
7040961406,0.0
1876027912,0.0
1578071436,0.0
1401977818,0.0
6086677612,0.0
1689235725,0.0
1447218801,0.0
1432770577,0.0
7357453836,0.0
7064287265,0.0
7491848428,0.0
1404347905,0.0
1554027207,0.0
1996400417,0.0
6375228575,0.0
1557438877,0.0
1510714947,0.0
7172196631,0.0
5720654980,0.0
1566859724,0.0
1316033769,0.0
5269535370,0.0
1420123290,0.0
1543751673,0.0
1438142485,0.0
1984303449,0.0
1577396776,0.0
1595308068,0.0
1442915288,0.0
1455375810,0.0
1622115333,0.0
1546113969,0.0
1579015681,0.0
1353784858,0.0
1981083462,0.0
1567125054,0.0
1558303931,0.0
5829901013,0.0
477110704,0.0
1517783980,0.0
1285957018,0.0
1574460914,0.0
6126949933,0.0
6825744189,0.0
6761732348,0.0
1579935711,0.0
1587545759,0.0
1465777638,0.0
1586106773,0.0
1280821003,0.0
1568890334,0.0
1578581527,0.0
1857855840,0.0
1559835397,0.0
1378934482,0.0
1454762282,0.0
1029778513,0.0
834905074,0.0
649090709,0.0
6560423680,0.0
1616560701,0.0
2139071786,0.0
1579835411,0.0
1590021197,0.0
1558104305,0.0
1592201384,0.0
1583721288,0.0
369962159,0.0
1561754475,0.0
2132402641,0.0
2049761492,0.0
1556738152,0.0
1462661652,0.0
1325430937,0.0
759239300,0.0
1560889147,0.0
6510891285,0.0
1298572725,0.0
1667533695,0.0
1621763268,0.0
5276051024,0.0
1519640634,0.0
1058200818,0.0
6310170841,0.0
1928059917,0.0
1694786377,0.0
1641587957,0.0
1553059811,0.0
5437715908,0.0
1807881165,0.0
1555286085,0.0
1586789058,0.0
1784651224,0.0
7565122413,0.0
811826067,0.0
1637172690,0.0
1483927341,0.0
5848337222,0.0
6852647006,0.0
1726591929,0.0
1880424290,0.0
1740794094,0.0
1240879764,0.0
1346430613,0.0
1193478069,0.0
1506462157,0.0
1459884870,0.0
1298580275,0.0
649091819,0.0
7171576719,0.0
1517455344,0.0
1666080051,0.0
1566203537,0.0
1501457072,0.0
1597046875,0.0
2072383480,0.0
1508189922,0.0
1517779017,0.0
1465675594,0.0
1589837826,0.0
1551670068,0.0
5380506094,0.0
5683644692,0.0
1575631385,0.0
1656496133,0.0
5550829243,0.0
1577395808,0.0
498625859,0.0
1632833084,0.0
1545083401,0.0
7030015819,0.0
1558804621,0.0
6545997938,0.0
1560657253,0.0
1937706841,0.0
1569987591,0.0
873759758,0.0
2108635969,0.0
6693979057,0.0
1081710593,0.0
883263416,0.0
1370764094,0.0
874371021,0.0
6719092217,0.0
1285619981,0.0
europa_the_last_battle_blu_ray,0.0
692588843,0.0
6730973961,0.0
1541232551,0.0
1736721235,0.0
1494258671,0.0
7649888705,0.0
7675014263,0.0
7728604179,0.0
7096453945,0.0
1524917054,0.0
1591334979,0.0
1844742432,0.0
1409658731,0.0
7116056432,0.0
1625690982,0.0
1698760796,0.0
1647991463,0.0
1524733775,0.0
1546510633,0.0
5954794203,0.0
5001394082,0.0
1931256810,0.0
6856978593,0.0
6509542334,0.0
1567977770,0.0
1059992199,0.0
1572560664,0.0
1628738625,0.0
6237099516,0.0
1926094003,0.0
449152007,0.0
1396650444,0.0
6969259408,0.0
885217895,0.0
1874952188,0.0
1538495337,0.0
6409255918,0.0
1326636588,0.0
928382624,0.0
1027854493,0.0
1678461994,0.0
5020254051,0.0
6238030723,0.0
1571436581,0.0
7123728684,0.0
1431286808,0.0
1671059053,0.0
1684739664,0.0
5888606229,0.0
1540909013,0.0
1385698880,0.0
1579866386,0.0
1960145338,0.0
6746272952,0.0
6806076711,0.0
5922723669,0.0
7179739829,0.0
1501002624,0.0
7130820351,0.0
802445289,0.0
792187843,0.0
1836127820,0.0
1523084713,0.0
1669175757,0.0
1300087918,0.0
1646673187,0.0
988521043,0.0
6963492971,0.0
6869103737,0.0
7583530328,0.0
1653486436,0.0
7794850438,0.0
1744443238,0.0
7918771447,0.0
1406049252,0.0
1501621502,0.0
1567789896,0.0
1549052752,0.0
6599528870,0.0
1500786790,0.0
1242478183,0.0
1325560008,0.0
5235605466,0.0
6830232538,0.0
892824919,0.0
5224136375,0.0
2129248464,0.0
5948279224,0.0
1676294468,0.0
6958296608,0.0
5319738383,0.0
1426115355,0.0
1563234941,0.0
1673908493,0.0
5974904673,0.0
1500379679,0.0
1566655673,0.0
1830783642,0.0
1546988962,0.0
7031186356,0.0
7018509784,0.0
5451176360,0.0
1408897498,0.0
1929234427,0.0
1537708348,0.0
1560572519,0.0
306679490,0.0
7015270387,0.0
1973483016,0.0
1588756311,0.0
1530081661,0.0
1943477560,0.0
1447930209,0.0
1458605827,0.0
6506954245,0.0
5910101487,0.0
5982025563,0.0
1543609628,0.0
1561331627,0.0
5127453862,0.0
6018124485,0.0
1486179435,0.0
1779926202,0.0
1655366490,0.0
1690500413,0.0
1778066025,0.0
954910387,0.0
7374441829,0.0
1535580392,0.0
6751971725,0.0
1537990993,0.0
1576990777,0.0
1524800115,0.0
1443340572,0.0
1437842544,0.0
7350981579,0.0
1381199321,0.0
6736478566,0.0
1868247278,0.0
7707120944,0.0
5100645814,0.0
1566429047,0.0
1571556672,0.0
1468777541,0.0
2140735957,0.0
1564067747,0.0
1520692727,0.0
1791566996,0.0
1590474643,0.0
1586830419,0.0
1531678024,0.0
5068641520,0.0
1584369152,0.0
1502131758,0.0
1519288601,0.0
1511275934,0.0
2052742074,0.0
1407086869,0.0
1562762783,0.0
1524351408,0.0
5109691897,0.0
1601309931,0.0
1921236338,0.0
1582741321,0.0
1471824943,0.0
155135612,0.0
5131940069,0.0
7420638883,0.0
1510265065,0.0
1438926098,0.0
370105207,0.0
1526299901,0.0
1591561048,0.0
1966973454,0.0
5357827324,0.0
1591784570,0.0
1502805958,0.0
1568215382,0.0
1436484654,0.0
1525927199,0.0
2004811411,0.0
5467608538,0.0
1509281610,0.0
1504705429,0.0
1491429392,0.0
1587457146,0.0
6220208105,0.0
1596790354,0.0
1449427400,0.0
1428199457,0.0
639351875,0.0
611523950,0.0
6995998596,0.0
1427705450,0.0
1534603746,0.0
1257837205,0.0
1505562973,0.0
5270620213,0.0
1377538024,0.0
1555653550,0.0
1422238863,0.0
7188955298,0.0
5390964245,0.0
1699570165,0.0
6752304686,0.0
5851918751,0.0
5210106174,0.0
7313347361,0.0
2009931965,0.0
1895633228,0.0
1501917898,0.0
1425931332,0.0
1550127793,0.0
2017864449,0.0
1479499375,0.0
1325064346,0.0
1445041955,0.0
7239219168,0.0
6211771917,0.0
2085205720,0.0
1370117259,0.0
6782261059,0.0
1644937617,0.0
1525272680,0.0
5093189239,0.0
1637341676,0.0
1695770498,0.0
6093320768,0.0
1184673888,0.0
1995702049,0.0
5076871103,0.0
1529459802,0.0
1568381737,0.0
1580839361,0.0
7115880386,0.0
8016544113,0.0
1592203193,0.0
7886996775,0.0
1153765237,0.0
7375045706,0.0
6817502939,0.0
7477460062,0.0
1526308357,0.0
7048100224,0.0
5161716551,0.0
5700813490,0.0
5028599698,0.0
2025440554,0.0
6545407618,0.0
1512545701,0.0
1553364861,0.0
1550206810,0.0
1559181109,0.0
1556577540,0.0
1265370508,0.0
1333498056,0.0
5124286459,0.0
1150226064,0.0
1530989864,0.0
1570597275,0.0
1902963369,0.0
1076431214,0.0
1856212095,0.0
1651665831,0.0
1432972838,0.0
7366837393,0.0
1053137443,0.0
1406568464,0.0
1222132704,0.0
1631652017,0.0
1564250498,0.0
6309907273,0.0
1545950889,0.0
5803709560,0.0
5682051712,0.0
5329082627,0.0
1556398285,0.0
1550488196,0.0
1550203078,0.0
7381954671,0.0
1186866675,0.0
1552443995,0.0
1561645765,0.0
1527831241,0.0
1510237073,0.0
5426014888,0.0
1566272916,0.0
5057890597,0.0
1929436770,0.0
1435664034,0.0
1539828831,0.0
1525005281,0.0
5155824247,0.0
1544761541,0.0
7481585123,0.0
1574353801,0.0
1531014439,0.0
1625075397,0.0
1989481543,0.0
2089340274,0.0
1711638423,0.0
1552809702,0.0
1832627668,0.0
7418991598,0.0
2089067106,0.0
1591117747,0.0
1709374472,0.0
1586330865,0.0
987101728,0.0
1691993037,0.0
6878743098,0.0
2135881991,0.0
1314420181,0.0
796193116,0.0
